index,season,date,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,a_possession,h_possession (in percent),h_possession,a_possession (in percent),h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners
1143,18-19,Sep 17 2018,9,AaB,Vejle,1,1,1,0,11,13,120.35,112.22,0.48,52,0.52,48,8,9,11,5,0,0,1,1,5,4
1144,18-19,Sep 21 2018,10,Vejle,Esbjerg,1,0,0,0,11,13,103.49,109.05,0.56,44,0.44,56,8,14,13,16,0,1,1,0,0,8
1145,18-19,Sep 22 2018,10,Randers,Vendsyssel,2,0,0,0,13,12,111.56,111.62,0.46,54,0.54,46,17,8,8,6,0,0,2,1,5,1
1146,18-19,Sep 23 2018,10,Sønderjyske,Midtjylland,0,0,0,0,5,12,111.56,112.7,0.54,46,0.46,54,14,13,16,13,0,1,3,2,9,4
1147,18-19,Sep 23 2018,10,Hobro,AaB,0,5,0,2,6,18,109.23,107.33,0.61,39,0.39,61,5,13,13,18,0,0,0,1,5,1
1148,18-19,Sep 23 2018,10,København,Nordsjælland,2,1,1,0,11,5,115.39,112.79,0.37,63,0.63,37,10,17,14,9,0,0,0,2,5,5
1149,18-19,Sep 23 2018,10,AGF,Brøndby,3,2,2,1,8,16,108.03,105.68,0.61,39,0.39,61,12,11,15,11,0,0,4,3,10,4
1150,18-19,Sep 24 2018,10,OB,Horsens,4,0,1,0,11,11,112.81,112.87,0.6,40,0.4,60,10,8,11,13,0,0,2,0,10,1
1151,18-19,Sep 28 2018,11,Vejle,Randers,1,1,1,1,5,9,110.96,112.58,0.51,49,0.49,51,10,11,25,25,0,0,2,1,4,4
1152,18-19,Sep 29 2018,11,Midtjylland,Hobro,5,2,4,0,20,9,113.56,116.18,0.3,70,0.7,30,7,3,14,17,0,0,0,0,2,10
1153,18-19,Sep 30 2018,11,Vendsyssel,København,2,1,0,1,14,15,115.47,116.77,0.64,36,0.36,64,13,7,10,6,0,0,0,2,6,4
1154,18-19,Sep 30 2018,11,Esbjerg,AGF,0,0,0,0,9,3,117.02,118.57,0.4,60,0.6,40,7,12,18,11,0,0,1,1,0,5
1155,18-19,Sep 30 2018,11,AaB,OB,0,1,0,1,7,10,120.73,119.67,0.38,62,0.62,38,13,11,18,8,0,0,2,0,4,3
1156,18-19,Sep 30 2018,11,Brøndby,Horsens,1,2,1,0,8,8,122.9,113.2,0.4,60,0.6,40,10,13,10,17,1,0,2,3,7,9
1157,18-19,Oct 01 2018,11,Nordsjælland,Sønderjyske,4,1,2,1,14,9,120.06,118.2,0.5,50,0.5,50,15,12,12,12,0,1,2,4,8,4
1158,18-19,Oct 05 2018,12,Sønderjyske,Vejle,3,0,0,0,12,4,110.76,112.49,0.38,62,0.62,38,11,11,19,15,0,1,1,1,8,3
1159,18-19,Oct 06 2018,12,OB,AGF,2,2,1,2,6,5,116.33,121.75,0.34,66,0.66,34,7,11,14,11,0,0,5,3,6,3
1160,18-19,Oct 07 2018,12,Hobro,Nordsjælland,3,2,2,1,12,13,113.33,119.65,0.6,40,0.4,60,9,13,13,15,0,0,0,3,3,5
1161,18-19,Oct 07 2018,12,Horsens,Esbjerg,1,2,0,1,6,25,121.93,118.13,0.52,48,0.48,52,13,10,12,10,0,0,1,0,3,8
1162,18-19,Oct 07 2018,12,København,Randers,4,0,1,0,20,15,113.63,113.66,0.36,64,0.64,36,13,15,8,19,0,0,0,2,4,1
1163,18-19,Oct 07 2018,12,AaB,Brøndby,1,3,0,1,17,13,117.43,114.93,0.43,57,0.57,43,7,8,9,17,0,0,0,1,5,1
1164,18-19,Oct 07 2018,12,Midtjylland,Vendsyssel,3,0,2,0,11,6,113.65,111.83,0.36,64,0.64,36,11,12,10,16,0,0,2,2,5,6
1165,18-19,Oct 19 2018,13,Esbjerg,Hobro,2,0,0,0,10,7,107.8,110.43,0.44,56,0.56,44,17,7,21,21,0,0,1,1,8,4
1166,18-19,Oct 20 2018,13,Nordsjælland,Midtjylland,1,4,0,1,12,15,116.06,112.5,0.49,51,0.51,49,9,15,14,12,0,0,2,3,1,6
1167,18-19,Oct 21 2018,13,Vendsyssel,Horsens,0,1,0,1,10,9,113.33,113.19,0.39,61,0.61,39,16,16,11,13,0,0,0,4,8,2
1168,18-19,Oct 21 2018,13,Randers,Sønderjyske,1,1,1,0,4,4,109.81,112.69,0.45,55,0.55,45,15,15,10,13,0,0,3,4,6,3
1169,18-19,Oct 21 2018,13,Vejle,København,1,3,1,0,8,13,110.77,112.51,0.47,53,0.53,47,17,4,21,17,0,0,2,0,7,0
1170,18-19,Oct 21 2018,13,AGF,AaB,2,2,1,0,14,9,109.63,110.44,0.46,54,0.54,46,10,8,10,12,0,1,3,3,5,2
1171,18-19,Oct 22 2018,13,Brøndby,OB,1,1,0,0,9,9,110.4,112.92,0.41,59,0.59,41,6,8,23,12,0,0,1,4,4,1
1172,18-19,Oct 26 2018,14,Sønderjyske,OB,0,0,0,0,7,9,115.06,110.68,0.58,42,0.42,58,11,14,16,10,0,0,2,4,7,3
1173,18-19,Oct 27 2018,14,Horsens,Nordsjælland,3,3,2,3,15,21,111.02,112.25,0.57,43,0.43,57,15,10,16,14,0,0,1,3,2,4
1174,18-19,Oct 28 2018,14,Hobro,Vejle,1,0,1,0,2,19,114.52,112.73,0.63,37,0.37,63,10,15,16,19,0,0,0,3,2,8
1175,18-19,Oct 28 2018,14,Randers,Esbjerg,0,2,0,2,9,5,120.58,116.54,0.47,53,0.53,47,12,7,20,6,0,1,2,1,5,1
1176,18-19,Oct 28 2018,14,København,AGF,4,2,1,1,14,6,111.58,111.48,0.38,62,0.62,38,8,11,11,17,0,0,1,1,6,0
1177,18-19,Oct 28 2018,14,AaB,Vendsyssel,0,1,0,1,14,6,117.81,115.07,0.45,55,0.55,45,9,17,10,8,0,0,4,2,1,4
1178,18-19,Oct 29 2018,14,Midtjylland,Brøndby,3,2,1,2,13,11,116.96,118.79,0.53,47,0.47,53,13,10,15,13,0,0,2,1,4,3
1179,18-19,Nov 02 2018,15,OB,Hobro,1,0,1,0,23,9,119.25,114.27,0.43,57,0.57,43,7,12,13,22,0,0,2,1,2,9
1180,18-19,Nov 02 2018,15,Vendsyssel,Sønderjyske,2,3,1,0,8,10,115.39,116.65,0.52,48,0.48,52,15,21,11,9,0,0,3,3,6,4
1181,18-19,Nov 04 2018,15,Brøndby,København,0,1,0,0,8,9,114.26,124.14,0.49,51,0.51,49,14,10,5,5,0,0,3,0,14,2
1182,18-19,Nov 04 2018,15,Nordsjælland,AaB,1,1,0,1,13,11,115.67,115.97,0.53,47,0.47,53,20,11,18,10,1,0,4,4,5,2
1183,18-19,Nov 04 2018,15,AGF,Randers,0,2,0,2,15,14,114.97,116.09,0.39,61,0.61,39,12,17,18,14,0,0,3,4,9,6
1184,18-19,Nov 04 2018,15,Esbjerg,Midtjylland,2,2,0,0,7,11,118.09,112.08,0.54,46,0.46,54,12,12,11,15,0,0,5,2,9,2
1185,18-19,Nov 05 2018,15,Vejle,Horsens,3,1,2,0,13,8,116.81,116.75,0.46,54,0.54,46,9,19,8,13,0,0,1,4,4,2
1186,18-19,Nov 09 2018,16,Brøndby,AGF,2,0,0,0,14,4,123.55,119.88,0.41,59,0.59,41,12,8,12,8,0,1,2,3,2,4
1187,18-19,Nov 10 2018,16,Horsens,Sønderjyske,1,1,1,1,9,3,122.58,114.52,0.49,51,0.51,49,11,17,12,6,1,0,2,2,5,5
1188,18-19,Nov 11 2018,16,Hobro,Vendsyssel,1,0,0,0,4,9,111.46,111.16,0.5,50,0.5,50,16,8,21,18,0,0,3,2,5,5
1189,18-19,Nov 11 2018,16,Randers,Nordsjælland,1,1,0,1,15,7,110.32,115.75,0.45,55,0.55,45,13,15,10,15,0,0,1,1,2,3
1190,18-19,Nov 11 2018,16,AaB,København,1,1,0,0,11,21,112.61,115.59,0.59,41,0.41,59,15,15,11,7,0,0,2,3,9,0
1191,18-19,Nov 11 2018,16,Midtjylland,Vejle,5,0,2,0,12,6,114.55,116.67,0.4,60,0.6,40,10,7,15,9,0,0,0,2,8,3
1192,18-19,Nov 11 2018,16,OB,Esbjerg,2,1,1,1,9,7,116.33,115.05,0.39,61,0.61,39,12,13,17,8,0,0,2,2,2,2
1193,18-19,Nov 23 2018,17,Vejle,AaB,1,1,0,0,11,4,112.3,111.74,0.44,56,0.56,44,16,10,15,15,0,0,5,2,7,6
1194,18-19,Nov 24 2018,17,Hobro,Randers,0,1,0,0,8,12,111.13,111.56,0.55,45,0.45,55,7,13,15,14,0,0,2,3,5,3
1195,18-19,Nov 25 2018,17,Vendsyssel,Esbjerg,1,1,0,0,5,5,110.68,107.08,0.45,55,0.55,45,15,14,10,11,0,0,2,3,4,4
1196,18-19,Nov 25 2018,17,Nordsjælland,OB,1,3,1,1,14,9,110.44,106.15,0.44,56,0.56,44,7,11,15,8,0,0,1,2,4,4
1197,18-19,Nov 25 2018,17,Sønderjyske,Brøndby,0,2,0,1,12,10,112.09,111.29,0.45,55,0.55,45,10,14,18,22,0,0,2,3,3,4
1198,18-19,Nov 25 2018,17,København,Midtjylland,2,1,1,0,11,6,115.6,113.86,0.5,50,0.5,50,16,11,9,9,0,0,2,2,5,1
1199,18-19,Nov 26 2018,17,AGF,Horsens,1,2,0,2,18,13,108.03,112.99,0.44,56,0.56,44,14,8,7,10,0,0,2,3,13,7
1200,18-19,Nov 30 2018,18,Esbjerg,AaB,1,4,0,2,9,17,113.82,114.99,0.53,47,0.47,53,19,10,10,17,0,0,4,1,6,2
1201,18-19,Dec 01 2018,18,OB,Vendsyssel,2,0,1,0,8,4,113.5,114.75,0.43,57,0.57,43,9,13,14,6,0,0,2,1,3,5
1202,18-19,Dec 02 2018,18,Sønderjyske,Nordsjælland,1,2,0,1,5,11,113.5,112.69,0.53,47,0.47,53,3,10,10,13,0,0,2,3,7,6
1203,18-19,Dec 02 2018,18,Randers,Midtjylland,1,2,1,1,9,13,111.77,114.38,0.62,38,0.38,62,14,13,14,11,0,0,2,3,2,4
1204,18-19,Dec 02 2018,18,Horsens,København,1,6,1,2,5,22,110.58,114.67,0.66,34,0.34,66,10,6,14,14,1,0,1,1,3,8
1205,18-19,Dec 02 2018,18,Brøndby,Hobro,1,0,1,0,20,3,106.78,105.44,0.38,62,0.62,38,16,9,16,16,0,0,2,3,5,3
1206,18-19,Dec 03 2018,18,AGF,Vejle,2,1,1,1,21,19,122.05,117.67,0.53,47,0.47,53,7,9,13,12,0,0,1,2,2,4
1207,18-19,Dec 07 2018,19,Midtjylland,OB,3,0,2,0,11,5,108.3,109.36,0.51,49,0.49,51,14,12,12,10,1,0,3,3,7,3
1208,18-19,Dec 08 2018,19,Hobro,Sønderjyske,0,0,0,0,11,9,113.09,114.81,0.47,53,0.53,47,11,12,14,14,0,0,4,3,5,7
1209,18-19,Dec 09 2018,19,Vendsyssel,Randers,0,1,0,1,6,6,107.38,107.06,0.52,48,0.48,52,18,14,22,16,0,0,4,4,7,0
1210,18-19,Dec 09 2018,19,AaB,Horsens,2,4,2,2,11,6,122.22,122.35,0.55,45,0.45,55,12,7,12,12,1,0,5,3,3,7
1211,18-19,Dec 09 2018,19,København,Esbjerg,3,0,2,0,15,6,111.8,105.22,0.48,52,0.52,48,14,8,7,16,0,0,0,2,2,3
1212,18-19,Dec 09 2018,19,Vejle,Brøndby,1,2,1,0,5,13,112.24,116.13,0.47,53,0.53,47,9,13,14,9,1,0,3,4,10,4
1213,18-19,Dec 10 2018,19,Nordsjælland,AGF,1,0,0,0,18,10,114.51,110.92,0.43,57,0.57,43,9,2,14,16,0,0,0,0,4,6
1214,18-19,Dec 14 2018,20,OB,AaB,1,2,1,0,11,10,108.13,107.01,0.4,60,0.6,40,8,10,27,17,0,0,1,5,4,3
1215,18-19,Dec 15 2018,20,Randers,Vejle,2,0,0,0,14,8,114.38,108.02,0.45,55,0.55,45,7,9,11,18,0,0,1,3,2,6
1216,18-19,Dec 16 2018,20,Esbjerg,Nordsjælland,3,0,2,0,9,7,112.71,118.99,0.51,49,0.49,51,10,12,10,10,0,0,1,3,15,7
1217,18-19,Dec 16 2018,20,Horsens,Midtjylland,1,3,1,1,9,12,109.51,109.82,0.49,51,0.51,49,8,7,16,13,0,0,1,3,9,3
1218,18-19,Dec 16 2018,20,Sønderjyske,København,0,3,0,2,9,10,116.63,118.52,0.47,53,0.53,47,10,12,8,6,0,0,1,1,5,3
1219,18-19,Dec 16 2018,20,Brøndby,Vendsyssel,2,3,1,0,14,8,107.08,110.96,0.3,70,0.7,30,11,5,13,17,0,0,1,1,3,6
1220,18-19,Dec 17 2018,20,AGF,Hobro,1,0,0,0,12,5,109.01,109.1,0.51,49,0.49,51,12,10,17,12,0,0,2,2,7,5
1221,18-19,Feb 08 2019,21,AGF,Esbjerg,2,0,1,0,11,2,109.59,107.9,0.52,48,0.48,52,8,9,16,12,0,0,1,2,2,8
1222,18-19,Feb 09 2019,21,Vejle,Sønderjyske,2,0,2,0,6,8,114.12,108.17,0.48,52,0.52,48,15,13,11,7,0,0,3,2,6,6
1223,18-19,Feb 10 2019,21,Hobro,Horsens,0,0,0,0,8,13,115.92,115.57,0.47,53,0.53,47,12,23,12,10,0,0,2,2,5,4
1224,18-19,Feb 10 2019,21,AaB,Randers,0,3,0,0,5,14,111.15,111.9,0.6,40,0.4,60,12,14,16,12,0,0,1,1,4,3
1225,18-19,Feb 10 2019,21,Nordsjælland,Brøndby,3,3,1,1,16,11,109.83,113.47,0.45,55,0.55,45,8,7,16,11,0,0,1,1,4,5
1226,18-19,Feb 10 2019,21,København,OB,6,1,3,0,10,7,116.37,113.24,0.33,67,0.67,33,7,11,14,16,0,0,2,3,6,4
1227,18-19,Feb 11 2019,21,Vendsyssel,Midtjylland,0,1,0,1,2,7,112.45,112.7,0.52,48,0.48,52,12,15,12,17,0,0,1,1,5,1
1228,18-19,Feb 15 2019,22,Sønderjyske,AGF,0,2,0,1,7,9,115.34,114.85,0.41,59,0.59,41,8,14,14,18,0,0,2,2,3,7
1229,18-19,Feb 16 2019,22,Nordsjælland,Hobro,2,1,1,0,20,9,111.86,116.69,0.36,64,0.64,36,10,10,13,18,0,0,0,2,13,1
1230,18-19,Feb 17 2019,22,Horsens,Vendsyssel,3,0,0,0,15,2,113.46,114.23,0.27,73,0.73,27,8,11,14,7,0,1,2,2,3,5
1231,18-19,Feb 17 2019,22,OB,Vejle,1,0,1,0,14,6,114.72,115.89,0.5,50,0.5,50,12,6,16,21,0,0,3,1,4,5
1232,18-19,Feb 17 2019,22,Randers,København,0,2,0,1,6,11,113.79,113.84,0.64,36,0.36,64,12,8,16,8,1,0,0,1,3,7
1233,18-19,Feb 17 2019,22,Esbjerg,Brøndby,2,1,1,0,8,10,121.93,121.12,0.61,39,0.39,61,16,11,11,12,0,0,1,0,5,3
1234,18-19,Feb 18 2019,22,Midtjylland,AaB,2,1,1,0,17,9,119.12,119.43,0.33,67,0.67,33,12,12,9,9,0,0,2,1,6,7
1235,18-19,Feb 22 2019,23,AaB,Sønderjyske,3,0,2,0,10,14,117.44,112.13,0.51,49,0.49,51,11,15,10,9,0,0,1,6,2,8
1236,18-19,Feb 23 2019,23,Vejle,Nordsjælland,1,3,0,1,18,10,115.26,116.24,0.43,57,0.57,43,10,11,19,18,0,0,2,1,7,2
1237,18-19,Feb 24 2019,23,Hobro,Esbjerg,2,0,1,0,6,7,112.1,113.5,0.59,41,0.41,59,21,8,10,16,0,0,0,1,6,1
1238,18-19,Feb 24 2019,23,Horsens,OB,1,2,1,1,7,18,111.59,111.37,0.57,43,0.43,57,11,15,12,12,1,0,2,1,10,0
1239,18-19,Feb 24 2019,23,AGF,Midtjylland,1,2,1,1,10,11,110.15,110.98,0.52,48,0.48,52,11,12,18,12,1,2,3,3,5,6
1240,18-19,Feb 24 2019,23,Brøndby,Randers,2,1,1,0,12,5,114.5,112.38,0.45,55,0.55,45,12,10,9,12,0,1,3,1,4,4
1241,18-19,Feb 25 2019,23,København,Vendsyssel,1,1,0,1,22,6,112.83,113.71,0.29,71,0.71,29,7,20,12,11,0,1,2,3,8,2
1242,18-19,Mar 01 2019,24,AaB,Hobro,1,1,0,1,24,6,114.9,110.39,0.34,66,0.66,34,9,15,17,17,0,0,1,3,2,6
1243,18-19,Mar 02 2019,24,Esbjerg,Horsens,1,0,0,0,6,6,111.48,112.92,0.54,46,0.46,54,13,10,11,14,0,0,3,4,4,14
1244,18-19,Mar 03 2019,24,Sønderjyske,Randers,3,0,3,0,7,4,112.24,113.3,0.52,48,0.48,52,16,14,10,10,0,0,1,3,0,7
1245,18-19,Mar 03 2019,24,Vendsyssel,AGF,2,2,1,2,13,8,119.13,121.96,0.49,51,0.51,49,10,10,14,17,0,1,1,3,13,5
1246,18-19,Mar 03 2019,24,København,Vejle,2,0,2,0,7,7,119.62,115.83,0.38,62,0.62,38,11,16,13,14,0,0,2,2,6,9
1247,18-19,Mar 03 2019,24,OB,Brøndby,2,0,1,0,14,10,111.61,111.71,0.47,53,0.53,47,8,13,14,16,0,0,1,2,1,3
1248,18-19,Mar 04 2019,24,Midtjylland,Nordsjælland,3,3,1,2,13,7,116.35,118.4,0.44,56,0.56,44,7,12,19,13,0,0,1,2,3,1
1249,18-19,Mar 08 2019,25,Hobro,Midtjylland,1,2,0,1,3,11,121.9,112.99,0.68,32,0.32,68,9,14,9,15,0,0,1,0,2,4
1250,18-19,Mar 09 2019,25,Vejle,Vendsyssel,1,1,0,1,9,6,112.62,112.39,0.29,71,0.71,29,10,18,12,10,0,0,4,3,5,7
1251,18-19,Mar 10 2019,25,Randers,Horsens,2,0,0,0,7,6,117.13,114.92,0.52,48,0.48,52,5,11,19,15,0,0,2,2,2,1
1252,18-19,Mar 10 2019,25,Sønderjyske,Esbjerg,3,1,1,1,10,4,118.88,116.92,0.44,56,0.56,44,9,19,15,17,0,1,3,5,4,7
1253,18-19,Mar 10 2019,25,Nordsjælland,København,2,2,0,1,14,9,112.48,116.17,0.46,54,0.54,46,13,8,5,9,0,0,2,0,10,5
1254,18-19,Mar 10 2019,25,Brøndby,AaB,3,3,1,2,12,8,114.51,112.44,0.38,62,0.62,38,15,6,17,14,0,0,2,1,6,5
1255,18-19,Mar 11 2019,25,AGF,OB,1,2,0,0,8,12,116.61,117.31,0.6,40,0.4,60,8,8,11,12,0,0,2,2,4,4
1256,18-19,Mar 17 2019,26,AaB,AGF,3,1,1,1,16,7,120.17,118.97,0.52,48,0.48,52,9,10,18,15,0,1,0,2,2,3
1257,18-19,Mar 17 2019,26,Vendsyssel,Nordsjælland,0,1,0,0,5,11,117.22,117.14,0.59,41,0.41,59,13,9,11,13,0,0,1,2,3,2
1258,18-19,Mar 17 2019,26,Midtjylland,Sønderjyske,2,1,1,1,19,4,120.16,116.13,0.48,52,0.52,48,9,15,20,14,0,0,1,3,5,2
1259,18-19,Mar 17 2019,26,OB,Randers,1,0,1,0,5,9,119.82,118.61,0.39,61,0.61,39,10,15,12,4,0,0,1,1,5,4
1260,18-19,Mar 17 2019,26,Esbjerg,Vejle,2,1,0,0,16,5,115.7,109.25,0.49,51,0.51,49,8,13,10,11,1,0,3,3,8,5
1261,18-19,Mar 17 2019,26,Horsens,Brøndby,1,3,1,2,9,12,118.96,118.06,0.58,42,0.42,58,13,12,8,9,0,0,1,2,4,1
1262,18-19,Mar 17 2019,26,København,Hobro,3,1,1,1,18,7,115.76,116.17,0.4,60,0.6,40,6,11,10,12,0,0,0,2,2,6
1263,18-19,Mar 29 2019,1,Brøndby,OB,2,2,1,1,11,15,117.64,118.85,0.52,48,0.48,52,10,4,16,14,0,0,1,0,3,2
1264,18-19,Mar 30 2019,1,Midtjylland,Nordsjælland,0,0,0,0,15,7,119.42,119.41,0.48,52,0.52,48,5,6,18,10,0,0,1,1,3,4
1265,18-19,Mar 31 2019,1,Vendsyssel,Hobro,3,3,1,1,9,7,119.08,119.83,0.45,55,0.55,45,10,8,21,20,0,0,0,0,4,5
1266,18-19,Mar 31 2019,1,AaB,Randers,1,2,1,0,12,12,123.83,125.25,0.48,52,0.52,48,11,10,23,11,0,1,2,3,3,6
1267,18-19,Mar 31 2019,1,København,Esbjerg,1,0,1,0,10,14,118.56,118.24,0.51,49,0.49,51,4,11,19,17,1,0,3,4,5,3
1268,18-19,Mar 31 2019,1,Sønderjyske,Horsens,0,0,0,0,4,10,110.84,113.45,0.51,49,0.49,51,9,11,14,15,1,1,3,1,4,3
1269,18-19,Apr 01 2019,1,AGF,Vejle,2,2,0,0,9,10,116.27,120.14,0.56,44,0.44,56,12,11,12,9,0,0,3,2,5,11
1270,18-19,Apr 05 2019,2,Horsens,AGF,0,3,0,1,10,15,112.46,117.68,0.48,52,0.52,48,12,13,11,9,0,0,0,1,7,3
1271,18-19,Apr 06 2019,2,Randers,Vendsyssel,1,1,1,1,3,8,117.51,118.48,0.46,54,0.54,46,9,16,17,9,0,0,2,3,2,4
1272,18-19,Apr 07 2019,2,Hobro,AaB,1,1,1,0,8,10,118.21,112.64,0.56,44,0.44,56,4,11,15,17,0,0,0,2,0,5
1273,18-19,Apr 07 2019,2,Vejle,Sønderjyske,4,1,3,0,6,8,111.61,116.11,0.56,44,0.44,56,9,8,9,15,0,0,1,0,4,5
1274,18-19,Apr 07 2019,2,Esbjerg,Midtjylland,2,2,0,0,11,15,114.16,111.34,0.51,49,0.49,51,10,13,23,20,0,0,2,1,4,1
1275,18-19,Apr 07 2019,2,OB,København,0,1,0,0,11,7,113.36,111.64,0.42,58,0.58,42,8,11,14,7,0,0,3,2,5,3
1276,18-19,Apr 08 2019,2,Nordsjælland,Brøndby,1,1,1,0,18,19,114.63,113.7,0.55,45,0.45,55,9,11,6,2,0,0,1,1,7,0
1277,18-19,Apr 12 2019,3,Vejle,Horsens,3,0,0,0,12,7,108.28,105.15,0.46,54,0.54,46,11,15,17,17,0,0,0,4,6,7
1278,18-19,Apr 13 2019,3,Vendsyssel,AaB,1,0,1,0,8,7,114.96,111.93,0.54,46,0.46,54,7,12,18,17,0,0,2,1,6,3
1279,18-19,Apr 14 2019,3,Hobro,Randers,1,2,0,1,3,11,112.73,118.63,0.52,48,0.48,52,10,14,16,17,0,0,3,2,7,4
1280,18-19,Apr 14 2019,3,Nordsjælland,Esbjerg,1,2,1,1,6,7,116.57,119.62,0.43,57,0.57,43,8,6,14,12,0,0,1,1,8,7
1281,18-19,Apr 14 2019,3,Brøndby,København,1,2,1,2,12,9,111.91,112.29,0.46,54,0.54,46,14,10,17,10,0,0,2,1,3,6
1282,18-19,Apr 14 2019,3,Midtjylland,OB,2,0,1,0,11,7,115.1,117.89,0.54,46,0.46,54,8,11,12,23,0,0,0,1,5,5
1283,18-19,Apr 15 2019,3,Sønderjyske,AGF,0,1,0,1,8,7,114.72,114.58,0.49,51,0.51,49,10,14,19,8,0,0,0,2,5,6
1284,18-19,Apr 17 2019,4,AaB,Vendsyssel,1,1,1,1,8,3,108.37,104.68,0.39,61,0.61,39,10,15,28,13,0,0,4,3,6,7
1285,18-19,Apr 18 2019,4,AGF,Sønderjyske,2,1,1,1,5,10,119.24,118.85,0.49,51,0.51,49,12,12,17,13,0,1,3,2,9,7
1286,18-19,Apr 18 2019,4,Horsens,Vejle,0,0,0,0,9,9,119.26,114.28,0.57,43,0.43,57,12,15,11,14,0,0,3,3,1,9
1287,18-19,Apr 18 2019,4,Esbjerg,Brøndby,1,0,0,0,13,13,114.33,117.38,0.57,43,0.43,57,9,13,13,9,0,0,2,5,9,7
1288,18-19,Apr 18 2019,4,København,Midtjylland,3,0,2,0,11,9,119.81,115.23,0.48,52,0.52,48,5,10,13,12,0,0,1,0,5,4
1289,18-19,Apr 19 2019,4,Randers,Hobro,1,0,1,0,16,9,113.32,121,0.49,51,0.51,49,11,13,7,5,0,0,1,2,9,1
1290,18-19,Apr 19 2019,4,OB,Nordsjælland,2,2,0,0,14,12,115.27,110.56,0.5,50,0.5,50,6,10,11,5,0,0,0,3,6,3
1291,18-19,Apr 21 2019,5,Horsens,Sønderjyske,0,1,0,0,4,7,108.52,113.31,0.61,39,0.39,61,20,19,20,12,0,0,3,3,1,5
1292,18-19,Apr 21 2019,5,Vejle,AGF,2,4,2,1,11,15,111.58,113.5,0.52,48,0.48,52,3,10,18,15,1,0,3,6,4,2
1293,18-19,Apr 22 2019,5,Hobro,Vendsyssel,3,2,2,0,6,11,112.46,107.18,0.48,52,0.52,48,12,19,17,15,0,0,2,1,6,6
1294,18-19,Apr 22 2019,5,Randers,AaB,0,2,0,1,6,7,113.52,115.2,0.42,58,0.58,42,16,9,19,16,0,0,4,2,3,2
1295,18-19,Apr 22 2019,5,Nordsjælland,København,0,3,0,2,12,10,116.35,113.9,0.54,46,0.46,54,13,6,13,16,0,0,0,0,11,2
1296,18-19,Apr 22 2019,5,Midtjylland,Brøndby,1,2,1,1,11,15,116.15,117.28,0.5,50,0.5,50,12,10,10,10,0,0,0,0,5,5
1297,18-19,Apr 23 2019,5,Esbjerg,OB,0,0,0,0,6,10,116.9,112.69,0.54,46,0.46,54,9,13,15,16,0,0,3,0,5,1
1298,18-19,Apr 26 2019,6,AaB,Hobro,1,1,0,0,17,12,117.23,115.64,0.47,53,0.53,47,5,16,18,10,0,0,0,1,3,5
1299,18-19,Apr 26 2019,6,Vendsyssel,Randers,0,0,0,0,3,12,106.18,117.05,0.55,45,0.45,55,13,15,11,11,0,0,1,0,4,4
1300,18-19,Apr 28 2019,6,AGF,Horsens,3,1,3,0,8,24,113.22,114.77,0.65,35,0.35,65,10,15,10,14,0,0,3,1,4,4
1301,18-19,Apr 28 2019,6,Sønderjyske,Vejle,4,1,1,1,17,13,114.22,117.94,0.41,59,0.59,41,14,9,10,12,0,1,2,1,11,2
1302,18-19,Apr 28 2019,6,Brøndby,Esbjerg,0,1,0,0,19,6,111.58,109.54,0.5,50,0.5,50,5,9,9,9,0,0,0,1,7,7
1303,18-19,Apr 28 2019,6,København,OB,4,0,1,0,18,7,114.68,116.36,0.42,58,0.58,42,10,9,20,17,0,0,0,1,3,6
1304,18-19,Apr 29 2019,6,Nordsjælland,Midtjylland,1,2,1,0,12,10,113.77,111.79,0.48,52,0.52,48,9,19,14,21,1,0,2,4,6,1
1305,18-19,May 05 2019,7,AaB,AGF,0,1,0,1,8,7,118.18,118.25,0.48,52,0.52,48,5,11,24,12,0,0,3,3,8,4
1306,18-19,May 05 2019,7,Sønderjyske,Randers,1,1,1,0,11,6,113.13,115.23,0.38,62,0.62,38,11,11,22,14,0,0,1,2,5,5
1307,18-19,May 05 2019,7,København,Brøndby,3,2,2,1,15,6,120,118.43,0.46,54,0.54,46,12,14,13,14,0,0,2,6,5,5
1308,18-19,May 05 2019,7,OB,Midtjylland,3,1,1,0,10,9,113.52,115.41,0.56,44,0.44,56,9,16,13,14,0,0,2,0,9,11
1309,18-19,May 06 2019,7,Esbjerg,Nordsjælland,0,0,0,0,9,6,119.42,118.81,0.6,40,0.4,60,7,13,13,17,0,0,2,1,4,2
1310,18-19,May 10 2019,8,OB,Esbjerg,4,1,2,0,10,5,120.83,116.47,0.48,52,0.52,48,16,15,13,14,0,0,3,1,8,10
1311,18-19,May 12 2019,8,Randers,Sønderjyske,4,3,2,1,10,12,114.19,108.05,0.65,35,0.35,65,17,16,10,17,0,0,1,4,5,6
1312,18-19,May 12 2019,8,AGF,AaB,2,0,1,0,13,12,104.97,99.9,0.56,44,0.44,56,13,11,9,7,0,0,2,2,11,1
1313,18-19,May 12 2019,8,Midtjylland,København,4,0,1,0,10,5,109.63,113.36,0.6,40,0.4,60,10,5,11,15,0,0,1,3,7,3
