index,season,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,h_total_passes,a_total_passes,h_success_passes,a_success_passes,h_failed_passes,a_failed_passes,h_pass_ratio,a_pass_ratio,a_possession,h_possession (in percent),h_possession,a_possession (in percent),h_tackle_ratio,a_tackle_ratio,h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_offside,a_offside,h_corners,a_corners
1157,18-19,11,Nordsjælland,SønderjyskE,4,1,2,1,14,9,120.06,118.2,654,432,575,323,79,109,0.88,0.75,0.5,50,0.5,50,0.58,0.42,15,12,12,12,0,2,8,4
1158,18-19,12,SønderjyskE,Vejle,3,0,0,0,12,4,110.76,112.49,296,416,202,314,94,102,0.68,0.75,0.38,62,0.62,38,0.42,0.58,11,11,19,15,3,2,8,3
1159,18-19,12,OB,AGF,2,2,1,2,6,5,116.33,121.75,602,321,499,208,103,113,0.83,0.65,0.34,66,0.66,34,0.57,0.43,7,11,14,11,4,2,6,3
1160,18-19,12,Hobro,Nordsjælland,3,2,2,1,12,13,113.33,119.65,485,379,358,238,127,141,0.74,0.63,0.6,40,0.4,60,0.49,0.51,9,13,13,15,7,4,3,5
1161,18-19,12,Horsens,Esbjerg,1,2,0,1,6,25,121.93,118.13,349,532,260,430,89,102,0.74,0.81,0.52,48,0.48,52,0.44,0.56,13,10,12,10,4,0,3,8
1162,18-19,12,København,Randers,4,0,1,0,20,15,113.63,113.66,556,344,444,233,112,111,0.8,0.68,0.36,64,0.64,36,0.41,0.59,13,15,8,19,2,3,4,1
1163,18-19,12,AaB,Brøndby,1,3,0,1,17,13,117.43,114.93,494,390,418,319,76,71,0.85,0.82,0.43,57,0.57,43,0.36,0.64,7,8,9,17,1,3,5,1
1164,18-19,12,Midtjylland,Vendsyssel,3,0,2,0,11,6,113.65,111.83,240,723,156,634,84,89,0.65,0.88,0.36,64,0.64,36,0.45,0.55,11,12,10,16,2,3,5,6
1165,18-19,13,Esbjerg,Hobro,2,0,0,0,10,7,107.8,110.43,281,427,181,329,100,98,0.64,0.77,0.44,56,0.56,44,0.49,0.51,17,7,21,21,2,3,8,4
1166,18-19,13,Nordsjælland,Midtjylland,1,4,0,1,12,15,116.06,112.5,347,494,214,348,133,146,0.62,0.7,0.49,51,0.51,49,0.5,0.5,9,15,14,12,2,4,1,6
1167,18-19,13,Vendsyssel,Horsens,0,1,0,1,10,9,113.33,113.19,481,406,366,297,115,109,0.76,0.73,0.39,61,0.61,39,0.51,0.49,16,16,11,13,1,3,8,2
1168,18-19,13,Randers,SønderjyskE,1,1,1,0,4,4,109.81,112.69,800,323,735,260,65,63,0.92,0.8,0.45,55,0.55,45,0.57,0.43,15,15,10,13,2,0,6,3
1169,18-19,13,Vejle,København,1,3,1,0,8,13,110.77,112.51,514,436,423,342,91,94,0.82,0.78,0.47,53,0.53,47,0.5,0.5,17,4,21,17,3,1,7,0
1170,18-19,13,AGF,AaB,2,2,1,0,14,9,109.63,110.44,453,295,356,196,97,99,0.79,0.66,0.46,54,0.54,46,0.56,0.44,10,8,10,12,2,6,5,2
1171,18-19,13,Brøndby,OB,1,1,0,0,9,9,110.4,112.92,572,302,438,187,134,115,0.77,0.62,0.41,59,0.59,41,0.62,0.38,6,8,23,12,5,6,4,1
1172,18-19,14,SønderjyskE,OB,0,0,0,0,7,9,115.06,110.68,457,442,322,299,135,143,0.7,0.68,0.58,42,0.42,58,0.5,0.5,11,14,16,10,4,3,7,3
1173,18-19,14,Horsens,Nordsjælland,3,3,2,3,15,21,111.02,112.25,491,376,364,258,127,118,0.74,0.69,0.57,43,0.43,57,0.51,0.49,15,10,16,14,2,3,2,4
1174,18-19,14,Hobro,Vejle,1,0,1,0,2,19,114.52,112.73,297,515,184,402,113,113,0.62,0.78,0.63,37,0.37,63,0.45,0.55,10,15,16,19,0,2,2,8
1175,18-19,14,Randers,Esbjerg,0,2,0,2,9,5,120.58,116.54,498,508,417,437,81,71,0.84,0.86,0.47,53,0.53,47,0.57,0.43,12,7,20,6,3,6,5,1
1176,18-19,14,København,AGF,4,2,1,1,14,6,111.58,111.48,521,426,411,299,110,127,0.79,0.7,0.38,62,0.62,38,0.44,0.56,8,11,11,17,3,1,6,0
1177,18-19,14,AaB,Vendsyssel,0,1,0,1,14,6,117.81,115.07,283,750,211,668,72,82,0.75,0.89,0.45,55,0.55,45,0.36,0.64,9,17,10,8,0,1,1,4
1178,18-19,14,Midtjylland,Brøndby,3,2,1,2,13,11,116.96,118.79,471,404,332,265,139,139,0.7,0.66,0.53,47,0.47,53,0.55,0.45,13,10,15,13,0,5,4,3
1179,18-19,15,OB,Hobro,1,0,1,0,23,9,119.25,114.27,228,497,140,405,88,92,0.61,0.81,0.43,57,0.57,43,0.45,0.55,7,12,13,22,0,0,2,9
1180,18-19,15,Vendsyssel,SønderjyskE,2,3,1,0,8,10,115.39,116.65,309,535,224,442,85,93,0.72,0.83,0.52,48,0.48,52,0.54,0.46,15,21,11,9,4,5,6,4
1181,18-19,15,Brøndby,København,0,1,0,0,8,9,114.26,124.14,754,247,646,161,108,86,0.86,0.65,0.49,51,0.51,49,0.58,0.42,14,10,5,5,1,4,14,2
1182,18-19,15,Nordsjælland,AaB,1,1,0,1,13,11,115.67,115.97,491,470,388,379,103,91,0.79,0.81,0.53,47,0.47,53,0.54,0.46,20,11,18,10,1,4,5,2
1183,18-19,15,AGF,Randers,0,2,0,2,15,14,114.97,116.09,392,319,281,187,111,132,0.72,0.59,0.39,61,0.61,39,0.53,0.47,12,17,18,14,1,2,9,6
1184,18-19,15,Esbjerg,Midtjylland,2,2,0,0,7,11,118.09,112.08,375,420,253,306,122,114,0.67,0.73,0.54,46,0.46,54,0.5,0.5,12,12,11,15,3,4,9,2
1185,18-19,15,Vejle,Horsens,3,1,2,0,13,8,116.81,116.75,687,247,577,140,110,107,0.84,0.57,0.46,54,0.54,46,0.47,0.53,9,19,8,13,1,3,4,2
1186,18-19,16,Brøndby,AGF,2,0,0,0,14,4,123.55,119.88,475,601,372,500,103,101,0.78,0.83,0.41,59,0.59,41,0.55,0.45,12,8,12,8,8,2,2,4
1187,18-19,16,Horsens,SønderjyskE,1,1,1,1,9,3,122.58,114.52,408,567,305,463,103,104,0.75,0.82,0.49,51,0.51,49,0.52,0.48,11,17,12,6,4,2,5,5
1188,18-19,16,Hobro,Vendsyssel,1,0,0,0,4,9,111.46,111.16,375,418,274,316,101,102,0.73,0.76,0.5,50,0.5,50,0.49,0.51,16,8,21,18,2,7,5,5
1189,18-19,16,Randers,Nordsjælland,1,1,0,1,15,7,110.32,115.75,429,481,335,394,94,87,0.78,0.82,0.45,55,0.55,45,0.43,0.57,13,15,10,15,4,3,2,3
1190,18-19,16,AaB,København,1,1,0,0,11,21,112.61,115.59,656,263,563,176,93,87,0.86,0.67,0.59,41,0.41,59,0.56,0.44,15,15,11,7,6,6,9,0
1191,18-19,16,Midtjylland,Vejle,5,0,2,0,12,6,114.55,116.67,449,398,339,302,110,96,0.76,0.76,0.4,60,0.6,40,0.45,0.55,10,7,15,9,6,3,8,3
1192,18-19,16,OB,Esbjerg,2,1,1,1,9,7,116.33,115.05,472,639,359,538,113,101,0.76,0.84,0.39,61,0.61,39,0.55,0.45,12,13,17,8,2,3,2,2
1193,18-19,17,Vejle,AaB,1,1,0,0,11,4,112.3,111.74,329,468,248,382,81,86,0.75,0.82,0.44,56,0.56,44,0.55,0.45,16,10,15,15,1,0,7,6
1194,18-19,17,Hobro,Randers,0,1,0,0,8,12,111.13,111.56,529,250,415,126,114,124,0.78,0.5,0.55,45,0.45,55,0.53,0.47,7,13,15,14,1,3,5,3
1195,18-19,17,Vendsyssel,Esbjerg,1,1,0,0,5,5,110.68,107.08,381,601,301,527,80,74,0.79,0.88,0.45,55,0.55,45,0.49,0.51,15,14,10,11,4,5,4,4
1196,18-19,17,Nordsjælland,OB,1,3,1,1,14,9,110.44,106.15,391,291,268,172,123,119,0.69,0.59,0.44,56,0.56,44,0.49,0.51,7,11,15,8,1,1,4,4
1197,18-19,17,SønderjyskE,Brøndby,0,2,0,1,12,10,112.09,111.29,594,247,507,158,87,89,0.85,0.64,0.45,55,0.55,45,0.48,0.52,10,14,18,22,3,1,3,4
1198,18-19,17,København,Midtjylland,2,1,1,0,11,6,115.6,113.86,326,569,234,471,92,98,0.72,0.83,0.5,50,0.5,50,0.5,0.5,16,11,9,9,2,1,5,1
1199,18-19,17,AGF,Horsens,1,2,0,2,18,13,108.03,112.99,597,282,530,208,67,74,0.89,0.74,0.44,56,0.56,44,0.47,0.53,14,8,7,10,3,4,13,7
1200,18-19,18,Esbjerg,AaB,1,4,0,2,9,17,113.82,114.99,399,557,299,473,100,84,0.75,0.85,0.53,47,0.47,53,0.54,0.46,19,10,10,17,2,10,6,2
1201,18-19,18,OB,Vendsyssel,2,0,1,0,8,4,113.5,114.75,615,312,537,214,78,98,0.87,0.69,0.43,57,0.57,43,0.53,0.47,9,13,14,6,4,2,3,5
1202,18-19,18,SønderjyskE,Nordsjælland,1,2,0,1,5,11,113.5,112.69,339,338,228,238,111,100,0.67,0.7,0.53,47,0.47,53,0.5,0.5,3,10,10,13,0,1,7,6
1203,18-19,18,Randers,Midtjylland,1,2,1,1,9,13,111.77,114.38,467,459,373,358,94,101,0.8,0.78,0.62,38,0.38,62,0.43,0.57,14,13,14,11,1,1,2,4
1204,18-19,18,Horsens,København,1,6,1,2,5,22,110.58,114.67,444,489,309,386,135,103,0.7,0.79,0.66,34,0.34,66,0.5,0.5,10,6,14,14,0,6,3,8
1205,18-19,18,Brøndby,Hobro,1,0,1,0,20,3,106.78,105.44,301,328,161,193,140,135,0.53,0.59,0.38,62,0.62,38,0.53,0.47,16,9,16,16,3,2,5,3
1206,18-19,18,AGF,Vejle,2,1,1,1,21,19,122.05,117.67,384,593,294,511,90,82,0.77,0.86,0.53,47,0.47,53,0.49,0.51,7,9,13,12,2,0,2,4
1207,18-19,19,Midtjylland,OB,3,0,2,0,11,5,108.3,109.36,540,290,435,179,105,111,0.81,0.62,0.51,49,0.49,51,0.49,0.51,14,12,12,10,1,2,7,3
1208,18-19,19,Hobro,SønderjyskE,0,0,0,0,11,9,113.09,114.81,396,380,279,270,117,110,0.7,0.71,0.47,53,0.53,47,0.5,0.5,11,12,14,14,2,0,5,7
1209,18-19,19,Vendsyssel,Randers,0,1,0,1,6,6,107.38,107.06,450,273,363,191,87,82,0.81,0.7,0.52,48,0.48,52,0.5,0.5,18,14,22,16,8,1,7,0
1210,18-19,19,AaB,Horsens,2,4,2,2,11,6,122.22,122.35,421,544,348,459,73,85,0.83,0.84,0.55,45,0.45,55,0.55,0.45,12,7,12,12,2,0,3,7
1211,18-19,19,København,Esbjerg,3,0,2,0,15,6,111.8,105.22,222,735,127,640,95,95,0.57,0.87,0.48,52,0.52,48,0.46,0.54,14,8,7,16,3,0,2,3
1212,18-19,19,Vejle,Brøndby,1,2,1,0,5,13,112.24,116.13,479,495,402,425,77,70,0.84,0.86,0.47,53,0.53,47,0.53,0.47,9,13,14,9,2,0,10,4
1213,18-19,19,Nordsjælland,AGF,1,0,0,0,18,10,114.51,110.92,467,292,377,200,90,92,0.81,0.68,0.43,57,0.57,43,0.48,0.52,9,2,14,16,5,1,4,6
1214,18-19,20,OB,AaB,1,2,1,0,11,10,108.13,107.01,366,307,231,199,135,108,0.63,0.65,0.4,60,0.6,40,0.48,0.52,8,10,27,17,3,3,4,3
1215,18-19,20,Randers,Vejle,2,0,0,0,14,8,114.38,108.02,370,562,298,482,72,80,0.81,0.86,0.45,55,0.55,45,0.48,0.52,7,9,11,18,3,3,2,6
1216,18-19,20,Esbjerg,Nordsjælland,3,0,2,0,9,7,112.71,118.99,611,314,533,230,78,84,0.87,0.73,0.51,49,0.49,51,0.54,0.46,10,12,10,10,2,4,15,7
1217,18-19,20,Horsens,Midtjylland,1,3,1,1,9,12,109.51,109.82,582,347,493,245,89,102,0.85,0.71,0.49,51,0.51,49,0.54,0.46,8,7,16,13,2,2,9,3
1218,18-19,20,SønderjyskE,København,0,3,0,2,9,10,116.63,118.52,681,389,592,315,89,74,0.87,0.81,0.47,53,0.53,47,0.56,0.44,10,12,8,6,1,3,5,3
1219,18-19,20,Brøndby,Vendsyssel,2,3,1,0,14,8,107.08,110.96,460,473,381,400,79,73,0.83,0.85,0.3,70,0.7,30,0.46,0.54,11,5,13,17,2,2,3,6
1220,18-19,20,AGF,Hobro,1,0,0,0,12,5,109.01,109.1,366,421,266,328,100,93,0.73,0.78,0.51,49,0.49,51,0.57,0.43,12,10,17,12,1,2,7,5
1221,18-19,21,AGF,Esbjerg,2,0,1,0,11,2,109.59,107.9,343,344,211,198,132,146,0.62,0.58,0.52,48,0.48,52,0.53,0.47,8,9,16,12,2,1,2,8
1222,18-19,21,Vejle,SønderjyskE,2,0,2,0,6,8,114.12,108.17,422,418,315,312,107,106,0.75,0.75,0.48,52,0.52,48,0.56,0.44,15,13,11,7,0,3,6,6
1223,18-19,21,Hobro,Horsens,0,0,0,0,8,13,115.92,115.57,745,231,649,141,96,90,0.87,0.61,0.47,53,0.53,47,0.55,0.45,12,23,12,10,1,1,5,4
1224,18-19,21,AaB,Randers,0,3,0,0,5,14,111.15,111.9,370,525,252,411,118,114,0.68,0.78,0.6,40,0.4,60,0.51,0.49,12,14,16,12,4,4,4,3
1225,18-19,21,Nordsjælland,Brøndby,3,3,1,1,16,11,109.83,113.47,501,489,430,423,71,66,0.86,0.87,0.45,55,0.55,45,0.58,0.42,8,7,16,11,5,1,4,5
1226,18-19,21,København,OB,6,1,3,0,10,7,116.37,113.24,618,349,536,263,82,86,0.87,0.75,0.33,67,0.67,33,0.42,0.58,7,11,14,16,3,2,6,4
1227,18-19,21,Vendsyssel,Midtjylland,0,1,0,1,2,7,112.45,112.7,512,451,434,368,78,83,0.85,0.82,0.52,48,0.48,52,0.47,0.53,12,15,12,17,0,3,5,1
1228,18-19,22,SønderjyskE,AGF,0,2,0,1,7,9,115.34,114.85,278,469,177,366,101,103,0.64,0.78,0.41,59,0.59,41,0.42,0.58,8,14,14,18,0,1,3,7
1229,18-19,22,Nordsjælland,Hobro,2,1,1,0,20,9,111.86,116.69,517,320,430,225,87,95,0.83,0.7,0.36,64,0.64,36,0.49,0.51,10,10,13,18,3,0,13,1
1230,18-19,22,Horsens,Vendsyssel,3,0,0,0,15,2,113.46,114.23,263,649,139,520,124,129,0.53,0.8,0.27,73,0.73,27,0.55,0.45,8,11,14,7,7,0,3,5
1231,18-19,22,OB,Vejle,1,0,1,0,14,6,114.72,115.89,322,583,224,470,98,113,0.7,0.81,0.5,50,0.5,50,0.48,0.52,12,6,16,21,4,5,4,5
1232,18-19,22,Randers,København,0,2,0,1,6,11,113.79,113.84,494,346,386,261,108,85,0.78,0.75,0.64,36,0.36,64,0.5,0.5,12,8,16,8,5,2,3,7
1233,18-19,22,Esbjerg,Brøndby,2,1,1,0,8,10,121.93,121.12,556,499,480,413,76,86,0.86,0.83,0.61,39,0.39,61,0.47,0.53,16,11,11,12,4,3,5,3
1234,18-19,22,Midtjylland,AaB,2,1,1,0,17,9,119.12,119.43,560,229,469,137,91,92,0.84,0.6,0.33,67,0.67,33,0.51,0.49,12,12,9,9,6,3,6,7
1235,18-19,23,AaB,SønderjyskE,3,0,2,0,10,14,117.44,112.13,292,720,202,639,90,81,0.69,0.89,0.51,49,0.49,51,0.54,0.46,11,15,10,9,0,0,2,8
1236,18-19,23,Vejle,Nordsjælland,1,3,0,1,18,10,115.26,116.24,379,417,292,325,87,92,0.77,0.78,0.43,57,0.57,43,0.47,0.53,10,11,19,18,5,2,7,2
1237,18-19,23,Hobro,Esbjerg,2,0,1,0,6,7,112.1,113.5,513,332,416,226,97,106,0.81,0.68,0.59,41,0.41,59,0.51,0.49,21,8,10,16,2,2,6,1
1238,18-19,23,Horsens,OB,1,2,1,1,7,18,111.59,111.37,423,440,348,356,75,84,0.82,0.81,0.57,43,0.43,57,0.62,0.38,11,15,12,12,1,1,10,0
1239,18-19,23,AGF,Midtjylland,1,2,1,1,10,11,110.15,110.98,439,391,359,308,80,83,0.82,0.79,0.52,48,0.48,52,0.55,0.45,11,12,18,12,1,2,5,6
1240,18-19,23,Brøndby,Randers,2,1,1,0,12,5,114.5,112.38,645,327,547,221,98,106,0.85,0.68,0.45,55,0.55,45,0.52,0.48,12,10,9,12,4,5,4,4
1241,18-19,23,København,Vendsyssel,1,1,0,1,22,6,112.83,113.71,581,286,482,185,99,101,0.83,0.65,0.29,71,0.71,29,0.6,0.4,7,20,12,11,1,1,8,2
1242,18-19,24,AaB,Hobro,1,1,0,1,24,6,114.9,110.39,437,464,328,369,109,95,0.75,0.8,0.34,66,0.66,34,0.57,0.43,9,15,17,17,1,0,2,6
1243,18-19,24,Esbjerg,Horsens,1,0,0,0,6,6,111.48,112.92,235,505,129,400,106,105,0.55,0.79,0.54,46,0.46,54,0.41,0.59,13,10,11,14,2,2,4,14
1244,18-19,24,SønderjyskE,Randers,3,0,3,0,7,4,112.24,113.3,182,870,97,790,85,80,0.53,0.91,0.52,48,0.48,52,0.47,0.53,16,14,10,10,1,1,0,7
1245,18-19,24,Vendsyssel,AGF,2,2,1,2,13,8,119.13,121.96,557,233,471,144,86,89,0.85,0.62,0.49,51,0.51,49,0.45,0.55,10,10,14,17,4,3,13,5
1246,18-19,24,København,Vejle,2,0,2,0,7,7,119.62,115.83,265,537,158,437,107,100,0.6,0.81,0.38,62,0.62,38,0.48,0.52,11,16,13,14,0,1,6,9
1247,18-19,24,OB,Brøndby,2,0,1,0,14,10,111.61,111.71,307,545,205,430,102,115,0.67,0.79,0.47,53,0.53,47,0.51,0.49,8,13,14,16,0,1,1,3
1248,18-19,24,Midtjylland,Nordsjælland,3,3,1,2,13,7,116.35,118.4,429,436,328,319,101,117,0.76,0.73,0.44,56,0.56,44,0.51,0.49,7,12,19,13,1,2,3,1
1249,18-19,25,Hobro,Midtjylland,1,2,0,1,3,11,121.9,112.99,271,655,169,578,102,77,0.62,0.88,0.68,32,0.32,68,0.43,0.57,9,14,9,15,2,3,2,4
1250,18-19,25,Vejle,Vendsyssel,1,1,0,1,9,6,112.62,112.39,480,419,376,326,104,93,0.78,0.78,0.29,71,0.71,29,0.51,0.49,10,18,12,10,4,2,5,7
1251,18-19,25,Randers,Horsens,2,0,0,0,7,6,117.13,114.92,416,671,323,587,93,84,0.78,0.87,0.52,48,0.48,52,0.59,0.41,5,11,19,15,2,3,2,1
1252,18-19,25,SønderjyskE,Esbjerg,3,1,1,1,10,4,118.88,116.92,454,322,350,218,104,104,0.77,0.68,0.44,56,0.56,44,0.53,0.47,9,19,15,17,1,1,4,7
1253,18-19,25,Nordsjælland,København,2,2,0,1,14,9,112.48,116.17,738,239,669,165,69,74,0.91,0.69,0.46,54,0.54,46,0.5,0.5,13,8,5,9,0,1,10,5
1254,18-19,25,Brøndby,AaB,3,3,1,2,12,8,114.51,112.44,455,434,348,345,107,89,0.76,0.79,0.38,62,0.62,38,0.53,0.47,15,6,17,14,1,2,6,5
1255,18-19,25,AGF,OB,1,2,0,0,8,12,116.61,117.31,542,282,448,186,94,96,0.83,0.66,0.6,40,0.4,60,0.48,0.52,8,8,11,12,1,3,4,4
1256,18-19,26,AaB,AGF,3,1,1,1,16,7,120.17,118.97,435,540,343,455,92,85,0.79,0.84,0.52,48,0.48,52,0.59,0.41,9,10,18,15,5,2,2,3
1257,18-19,26,Vendsyssel,Nordsjælland,0,1,0,0,5,11,117.22,117.14,546,495,451,392,95,103,0.83,0.79,0.59,41,0.41,59,0.52,0.48,13,9,11,13,3,2,3,2
1258,18-19,26,Midtjylland,SønderjyskE,2,1,1,1,19,4,120.16,116.13,608,418,535,346,73,72,0.88,0.83,0.48,52,0.52,48,0.5,0.5,9,15,20,14,1,1,5,2
1259,18-19,26,OB,Randers,1,0,1,0,5,9,119.82,118.61,634,349,541,242,93,107,0.85,0.69,0.39,61,0.61,39,0.47,0.53,10,15,12,4,4,0,5,4
1260,18-19,26,Esbjerg,Vejle,2,1,0,0,16,5,115.7,109.25,741,263,656,179,85,84,0.89,0.68,0.49,51,0.51,49,0.5,0.5,8,13,10,11,1,5,8,5
1261,18-19,26,Horsens,Brøndby,1,3,1,2,9,12,118.96,118.06,587,453,502,390,85,63,0.86,0.86,0.58,42,0.42,58,0.49,0.51,13,12,8,9,1,3,4,1
1262,18-19,26,København,Hobro,3,1,1,1,18,7,115.76,116.17,370,723,284,628,86,95,0.77,0.87,0.4,60,0.6,40,0.45,0.55,6,11,10,12,3,0,2,6
1263,18-19,1,Brøndby,OB,2,2,1,1,11,15,117.64,118.85,316,675,199,557,117,118,0.63,0.83,0.52,48,0.48,52,0.49,0.51,10,4,16,14,5,2,3,2
1264,18-19,1,Midtjylland,Nordsjælland,0,0,0,0,15,7,119.42,119.41,634,370,522,256,112,114,0.82,0.69,0.48,52,0.52,48,0.6,0.4,5,6,18,10,2,3,3,4
1265,18-19,1,Vendsyssel,Hobro,3,3,1,1,9,7,119.08,119.83,478,379,367,280,111,99,0.77,0.74,0.45,55,0.55,45,0.55,0.45,10,8,21,20,2,2,4,5
1266,18-19,1,AaB,Randers,1,2,1,0,12,12,123.83,125.25,366,637,260,544,106,93,0.71,0.85,0.48,52,0.52,48,0.51,0.49,11,10,23,11,1,0,3,6
1267,18-19,1,København,Esbjerg,1,0,1,0,10,14,118.56,118.24,397,394,307,290,90,104,0.77,0.74,0.51,49,0.49,51,0.49,0.51,4,11,19,17,3,1,5,3
1268,18-19,1,SønderjyskE,Horsens,0,0,0,0,4,10,110.84,113.45,333,393,222,282,111,111,0.67,0.72,0.51,49,0.49,51,0.48,0.52,9,11,14,15,7,0,4,3
1269,18-19,1,AGF,Vejle,2,2,0,0,9,10,116.27,120.14,365,488,284,393,81,95,0.78,0.81,0.56,44,0.44,56,0.45,0.55,12,11,12,9,2,4,5,11
1270,18-19,2,Horsens,AGF,0,3,0,1,10,15,112.46,117.68,600,429,508,345,92,84,0.85,0.8,0.48,52,0.52,48,0.48,0.52,12,13,11,9,4,0,7,3
1271,18-19,2,Randers,Vendsyssel,1,1,1,1,3,8,117.51,118.48,575,317,465,206,110,111,0.81,0.65,0.46,54,0.54,46,0.51,0.49,9,16,17,9,4,4,2,4
1272,18-19,2,Hobro,AaB,1,1,1,0,8,10,118.21,112.64,434,540,348,472,86,68,0.8,0.87,0.56,44,0.44,56,0.44,0.56,4,11,15,17,1,2,0,5
1273,18-19,2,Vejle,SønderjyskE,4,1,3,0,6,8,111.61,116.11,463,400,353,292,110,108,0.76,0.73,0.56,44,0.44,56,0.52,0.48,9,8,9,15,5,1,4,5
1274,18-19,2,Esbjerg,Midtjylland,2,2,0,0,11,15,114.16,111.34,372,508,257,381,115,127,0.69,0.75,0.51,49,0.49,51,0.53,0.47,10,13,23,20,0,0,4,1
1275,18-19,2,OB,København,0,1,0,0,11,7,113.36,111.64,596,334,481,220,115,114,0.81,0.66,0.42,58,0.58,42,0.54,0.46,8,11,14,7,0,1,5,3
1276,18-19,2,Nordsjælland,Brøndby,1,1,1,0,18,19,114.63,113.7,924,247,850,168,74,79,0.92,0.68,0.55,45,0.45,55,0.6,0.4,9,11,6,2,5,1,7,0
1277,18-19,3,Vejle,Horsens,3,0,0,0,12,7,108.28,105.15,479,249,393,163,86,86,0.82,0.65,0.46,54,0.54,46,0.55,0.45,11,15,17,17,1,0,6,7
1278,18-19,3,Vendsyssel,AaB,1,0,1,0,8,7,114.96,111.93,407,367,299,273,108,94,0.73,0.74,0.54,46,0.46,54,0.45,0.55,7,12,18,17,0,1,6,3
1279,18-19,3,Hobro,Randers,1,2,0,1,3,11,112.73,118.63,375,510,294,419,81,91,0.78,0.82,0.52,48,0.48,52,0.51,0.49,10,14,16,17,1,2,7,4
1280,18-19,3,Nordsjælland,Esbjerg,1,2,1,1,6,7,116.57,119.62,467,372,371,263,96,109,0.79,0.71,0.43,57,0.57,43,0.58,0.42,8,6,14,12,4,1,8,7
1281,18-19,3,Brøndby,København,1,2,1,2,12,9,111.91,112.29,377,501,275,411,102,90,0.73,0.82,0.46,54,0.54,46,0.49,0.51,14,10,17,10,1,2,3,6
1282,18-19,3,Midtjylland,OB,2,0,1,0,11,7,115.1,117.89,288,476,174,356,114,120,0.6,0.75,0.54,46,0.46,54,0.47,0.53,8,11,12,23,5,1,5,5
1283,18-19,3,SønderjyskE,AGF,0,1,0,1,8,7,114.72,114.58,476,427,374,338,102,89,0.79,0.79,0.49,51,0.51,49,0.58,0.42,10,14,19,8,0,1,5,6
1284,18-19,4,AaB,Vendsyssel,1,1,1,1,8,3,108.37,104.68,400,322,293,217,107,105,0.73,0.67,0.39,61,0.61,39,0.49,0.51,10,15,28,13,0,3,6,7
1285,18-19,4,AGF,SønderjyskE,2,1,1,1,5,10,119.24,118.85,347,457,277,388,70,69,0.8,0.85,0.49,51,0.51,49,0.48,0.52,12,12,17,13,3,1,9,7
1286,18-19,4,Horsens,Vejle,0,0,0,0,9,9,119.26,114.28,308,625,213,541,95,84,0.69,0.87,0.57,43,0.43,57,0.46,0.54,12,15,11,14,1,2,1,9
1287,18-19,4,Esbjerg,Brøndby,1,0,0,0,13,13,114.33,117.38,399,444,296,353,103,91,0.74,0.8,0.57,43,0.43,57,0.55,0.45,9,13,13,9,6,4,9,7
1288,18-19,4,København,Midtjylland,3,0,2,0,11,9,119.81,115.23,369,464,270,355,99,109,0.73,0.77,0.48,52,0.52,48,0.52,0.48,5,10,13,12,0,0,5,4
1289,18-19,4,Randers,Hobro,1,0,1,0,16,9,113.32,121,725,347,658,259,67,88,0.91,0.75,0.49,51,0.51,49,0.57,0.43,11,13,7,5,2,0,9,1
1290,18-19,4,OB,Nordsjælland,2,2,0,0,14,12,115.27,110.56,442,363,365,281,77,82,0.83,0.77,0.5,50,0.5,50,0.51,0.49,6,10,11,5,2,2,6,3
1291,18-19,5,Horsens,SønderjyskE,0,1,0,0,4,7,108.52,113.31,379,606,294,523,85,83,0.78,0.86,0.61,39,0.39,61,0.54,0.46,20,19,20,12,1,1,1,5
1292,18-19,5,Vejle,AGF,2,4,2,1,11,15,111.58,113.5,335,387,232,278,103,109,0.69,0.72,0.52,48,0.48,52,0.5,0.5,3,10,18,15,4,0,4,2
1293,18-19,5,Hobro,Vendsyssel,3,2,2,0,6,11,112.46,107.18,365,327,256,230,109,97,0.7,0.7,0.48,52,0.52,48,0.53,0.47,12,19,17,15,3,4,6,6
1294,18-19,5,Randers,AaB,0,2,0,1,6,7,113.52,115.2,599,312,493,216,106,96,0.82,0.69,0.42,58,0.58,42,0.42,0.58,16,9,19,16,7,5,3,2
1295,18-19,5,Nordsjælland,København,0,3,0,2,12,10,116.35,113.9,425,370,335,274,90,96,0.79,0.74,0.54,46,0.46,54,0.52,0.48,13,6,13,16,2,2,11,2
1296,18-19,5,Midtjylland,Brøndby,1,2,1,1,11,15,116.15,117.28,453,571,360,479,93,92,0.79,0.84,0.5,50,0.5,50,0.47,0.53,12,10,10,10,2,1,5,5
